wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Leśna chatka”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Maciejkowa przystań”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Osówka”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Pod kasztanami”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Pod lipą”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Przy fontannach”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Tęczowy domek”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Wrzosowa przystań”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Liliowa zatoka”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo-Wychowawcza „Dom pod żaglami”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,stargardzki,Placówka Opiekuńczo- Wychowawcza Towarzystwa Salezjańskiego,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,szczecinecki,Wielofunkcyjna Placówka Pomocy Rodzinie,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,świdwiński,Placówka Opiekuńczo-Wychowawcza,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,świdwiński,Placówka Opiekuńczo-Wychowawcza „Słoneczny Zdrój”,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,świdwiński,Wielofunkcyjna Placówka Opiekuńczo-Wychowawcza,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,wałecki,Rodzinny Dom Dziecka,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
zachodniopomorskie,wałecki,Regionalna Placówka Opiekuńczo-Terapeutyczna,,,,,,,,,,,Rejestr_placowek_zachodniopomorskie_2024-06-03.pdf,2024-06-03
pomorskie,Powiat Bytowski,Dom dla Dzieci w Tuchomiu Fundacji Rademenes,socjalizacyjna,,ul. Mariana Buczka 2 77-133 Tuchomie tel. 693 328 444,77-133,,,,14,,Fundacja Rademenes,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Bytowski,Dom dla Dzieci w Gostkowie Fundacji Rademenes,socjalizacyjna,,Gostkowo 59 B 77-100 Bytów tel. 693 408 777 e-mail: rademenes@rademenesbytow.pl,77-100,,,rademenes@rademenesbytow.pl,14,,t e l . 5 9 8 2 2 8 6 0 7 e-mail: rademenes@rademensbytow.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Człuchowski,Dom dla Dzieci Kotwica,socjalizacyjna,,77-300 Człuchów tel. 669 607 095 email: capow@czluchow.org.pl,77-300,,,capow@czluchow.org.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Człuchowski,Dom dla Dzieci Pod Świerkami,socjalizacyjna,,ul. Koszalińska 3 77-300 Człuchów tel. 59 833 77 22 email: capow@czluchow.org.pl,77-300,,,capow@czluchow.org.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Człuchowski,Dom dla Dzieci Przystań,socjalizacyjna,,77-300 Człuchów tel. 59 834 20 15 email: capow@czluchow.org.pl,77-300,,,capow@czluchow.org.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Gdański,"Placówka Opiekuńczo- Wychowawcza ""Przyjazny Zakątek"" w Pszczółkach",socjalizacyjna+interwencyjna,,ul. Tczewska 12a 83-032 Pszczółki tel. 535 419 243 e-mail: przyjaznyzakatek@pie.org.pl,83-032,,,przyjaznyzakatek@pie.org.pl,,,Fundacja Rozwoju Nowoczesnej Edukacji Al. Grunwaldzka 56/113 80-241 Gdańsk tel. 535 419 243 e-mail: dyrektor@pie.org.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kartuski,"""Najo Checz"" prowadzony przez Zgromadzenie Sióstr",,,ul. Gdańska 12/1 83-300 Kartuzy,83-300,,,,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kartuski,"""Dom św. Wincentego"" prowadzony przez Zgromadzenie Sióstr Miłosierdzia a Paulo",socjalizacyjna,,ul. Józefa Piłsudskiego 4/1 83-300 Kartuzy tel. 58 681 19 75 e-mail: dd_kartuzy@wp.pl,83-300,,,dd_kartuzy@wp.pl,12,,Zgromadzenie Sióstr Miłosierdzia św. Wincentego á Paulo w Chełmnie ul. Dominikańska 40,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kartuski,"""Dom bł. S. Marty Wieckiej"" prowadzony przez",,,ul. Gdańska 12/2 83-300 Kartuzy,83-300,,,,14,,86-200 Chełmno t e l . 5 6 6 9 1 2 2 00 e-mail: szarytki@chelmnosm.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kartuski,"""Dom św. Ludwiki"" prowadzony przez",,,ul. Józefa Piłsudskiego 4/2 83-300 Kartuzy,83-300,,,,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kościerski,"""Dom pod Gwiazdami""",socjalizacyjna+interwencyjna,,ul. Księżycowa 4 83-400 Kościerzyna tel. 724 430 770,83-400,,,,,,Powiat Kościerski Starostwo Powiatowe ul. 3 Maja 9 C 83-400 Kościerzyna tel. 58 680 18 40 e-mail: starostwo@powiatkoscierski.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kościerski,"""Księżycowy Dom""",socjalizacyjna+interwencyjna,,ul. Księżycowa 2 83-400 Kościerzyna tel. 667 718 800 e-mail: capow@powiatkoscierski.pl,83-400,,,capow@powiatkoscierski.pl,,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kwidzyński,"""Dom dla Dzieci""",socjalizacyjna,,"ul. Donimirskich 4 82-420 Ryjewo tel. 55 279 33 65, e-mail:domydladzieci@gmail.com",82-420,,,domydladzieci@gmail.com,14,,Powiat Kwidzyński Starostwo Powiatowe ul. Tadeusza Kościuszki 29 B 82-500 Kwidzyn tel. 55 646 50 10 e-mail: sekretariat@powiatkwidzynski.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kwidzyński,"""Dom dla Dzieci""",socjalizacyjna,,"ul. Malborska 18 B 82-500 Kwidzyn tel. 55 279 33 65, e-mail: domydladzieci@gmail.com",82-500,,,domydladzieci@gmail.com,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Kwidzyński,"""Dom dla Dzieci""",socjalizacyjna,,"ul. Staszica 27 A 82-500 Kwidzyn tel. 55 279 33 65, e-mail: domydladzieci@gmail.com",82-500,,,domydladzieci@gmail.com,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Lęborski,"Dom dla Dzieci ""Zakątek""",socjalizacyjna,,ul. Ogrodowa 8C 84 - 351 Nowa Wieś Lęborska tel. 530 114 778 e-mail: kontakt@codd.lebork.pl,30-114,,,kontakt@codd.lebork.pl,14,,Powiat Lęborski Starostwo Powiatowe,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Malborski,"""Dom dla Dzieci w Malborku""",socjalizacyjna,,Al. Wojska Polskiego 503 A 82-200 Malbork tel. 575 743 400 e-mail: domwmalborku.a@rodzinnygdansk.pl,82-200,,,domwmalborku.a@rodzinnygdansk.pl,14,,Fundacja Rodzinny Gdańsk ul. Pusta 5,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Malborski,"""Dom dla Dzieci w Malborku""",socjalizacyjna,,Al. Wojska Polskiego 503 B 82-200 Malbork tel. 575 743 600 e-mail: domwmalborku.b@rodzinnygdansk.pl,82-200,,,domwmalborku.b@rodzinnygdansk.pl,14,,80-735 Gdańsk tel. 533 999 153 e-mail: biuro@rodzinnygdansk.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Malborski,"""Słoneczne Południe""",socjalizacyjna,,ul. Henryka Sucharskiego 8/1 82-200 Malbork tel. 725 307 720 e-mail: slonecznepoludnie@powiat.malbork.pl,82-200,,,slonecznepoludnie@powiat.malbork.pl,10,,Powiat Malborski Starostwo Powiatowe Plac Słowiański 17 82-200 Malbork tel. 55 646 04 00 e-mail: starostwo@powiat.malbork.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Nowodworski,"""Dom dla Dzieci w Nowym Dworze Gdańskim""",socjalizacyjna,,ul. Sadowa 3 82-100 Nowy Dwór Gdański tel. 733 460 933 e-mail: domwndg@rodzinnygdansk.pl,82-100,,,domwndg@rodzinnygdansk.pl,14,,Fundacja Rodzinny Gdańsk ul. Pusta 5 80-735 Gdańsk tel. 533 999 153 e-mail: biuro@rodzinnygdansk.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Pucki,Placówka Opiekuńczo- Wychowawcza nr 2 w Kłaninie,socjalizacyjna,,ul. Pałacowa 14 A 84-107 Starzyno tel. 661 304 879 e-mail: biuro@pow2klanino.pl,84-107,,,biuro@pow2klanino.pl,14,,e-mail: sekretariat@starostwo.puck.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Pucki,"""Dom dla Dzieci w Pogórzu""",socjalizacyjna,,ul. Jana Kasprowicza 24 Pogórze 81-198 Kosakowo tel. 733 603 600 e-mail: domwpogorzu@rodzinnygdansk.pl,81-198,,,domwpogorzu@rodzinnygdansk.pl,14,,Fundacja Rodzinny Gdańsk ul. Pusta 5 80-735 Gdańsk tel. 533 999 153 e-mail: biuro@rodzinnygdansk.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Słupski,"""Dom przy Tetmajera""",socjalizacyjna,,ul. Tetmajera 4 Przewłoka 76-270 tel. 515 135 695 e-mail: k.jurek@domydladzieci.ustka.pl,76-270,,,k.jurek@domydladzieci.ustka.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Słupski,"""Dom przy Kochanowskiego""",socjalizacyjna,,ul. Jana Kochanowskiego 10 Przewłoka 76-270 tel.515 135 640 e-mail: m.zamojska@domydladzieci.ustka.pl,76-270,,,m.zamojska@domydladzieci.ustka.pl,14,,Powiat Słupski Starstwo Powiatowe ul. Szarych Szeregów 14 76-200 Słupsk,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Słupski,"""Dom przy Kościuszki""",socjalizacyjna,,ul. Tadeusza Kościuszki 2A 76-270 Ustka tel. 515 135 690 e-mail: a.chomczynska@domydladzieci.ustka.pl,76-270,,,a.chomczynska@domydladzieci.ustka.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Słupski,"""Dom przy Głogowej""",socjalizacyjna,,76-200 Słupsk tel. 515 267 636 e-mail: i.kowalska@domydladzieci.ustka.pl,76-200,,,i.kowalska@domydladzieci.ustka.pl,12,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Słupski,"""Dom przy Lotha w Słupsku""",socjalizacyjna,,ul. Prof. Lotha 25A 76-200 Słupsk tel. 515 135 675 e-mail: pruzycka@domydladzieci.ustka.pl,76-200,,,pruzycka@domydladzieci.ustka.pl,12,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Starogardzki,"""Dom dla dzieci w Owidzu""",socjalizacyjna,,ul. Szkolna 7a 83-211 Jabłowo tel.: 513 304 348 e-mail: pow.owidz@pcprstarogard.pl,83-211,,,pow.owidz@pcprstarogard.pl,14,,Starostwo Powiatowe Starogard Gdański ul. Kościuszki 17 83-200 Starogard Gdański tel. 58 767 35 00 e-mail: starostwo@powiatstarogard.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Starogardzki,"""Dom dla Dzieci w Suchym Dworze""",socjalizacyjna,,ul. Bahdaja 20 81-198 Suchy Dwór tel. 733 460 930 e-mail: domwsuchymdworze@rodzinnygdansk.pl,81-198,,,domwsuchymdworze@rodzinnygdansk.pl,14,,"Fundacja ""Rodzinny Gdańsk"" ul. Pusta 5 80-735 Gdańsk tel. 533 199 153 e-mail: biuro@rodzinnygdansk.pl",Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Sztumski,"""Dom dla Dzieci w Dzierzgoniu""",socjalizacyjna,,ul. Spokojna 1 82-440 Dzierzgoń tel. 518 791 942 e-mail: biuro@bonafidezierzgon.pl,82-440,,,biuro@bonafidezierzgon.pl,14,,"Fundacja Społeczna ""Bona Fide"" u l . W o j s k a P o l s k ie g o 3 82-440 Dzierzgoń tel. 516 365 556 e - m a i l : b i u r o @ b o n a fidedzierzgon.pl",Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Sztumski,"""Dom dla Dzieci w Szropach""",socjalizacyjna,,Szropy 9D 82-410 Stary Targ tel. 508 556 067,82-410,,,,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Tczewski,"""Placówka Opiekuńczo- Wychowawcza typu socjalizacyjnegoprzy ul. Tczewskiej 21 w Narkowach""",socjalizacyjna,,ul. Tczewska 21 Narkowy 83-120 Subkowy tel. 662 214 083,83-120,,,,14,,Powiat Tczewski Starostwo Powiatowe ul. Piaskowa 2 83-110 Tczew tel. 58 773 48 00 e-mail: starostwo@powiat.tczew.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Tczewski,Wychowawcza z siedzibą w Tczewie przy ul. Kossaka,socjalizacyjna,,83-110 Tczew tel. 605 450 669,83-110,,,,11,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Tczewski,"""Placówka Opiekuńczo- Wychowawcza typu socjalizacyjnego z siedzibą w Tczewie przy ul. Wyspiańskiego 2a""",socjalizacyjna,,ul. Wyspiańskiego 2a 83-110 Tczew tel. 517 520 009 e-mail: grupa2@capow.tczew.eu,83-110,,,grupa2@capow.tczew.eu,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Tczewski,Familijny Dom,rodzinna,,ul. Jarosława Iwaszkiewicza 8 83-110 Tczew tel. 789 399 577 e-mail: familijny.dom@fundacjamalybohater.pl,83-110,,,familijny.dom@fundacjamalybohater.pl,8,,"Fundacja ""Mały Bohater"" ul. Janusza Meissnera 6c/2 80-462 Gdańsk tel. 602 301 390 e-mail: biuro@fundacjamalybohater.pl",Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Wejherowski,„Dom Rodzinny”,socjalizacyjna,,ul. Strzebielińska 1a 84-242 Luzino tel. 58 672 20 06 e-mail: j.nowalinski@orange.pl,84-242,,,j.nowalinski@orange.pl,14,,F u n d a c ja R o d z i n a N a d z i e i ul. Grottgera 25 80-311 Gdańsk tel. 501 250 860 e-mail: grzegorz-foppke@wp.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Wejherowski,"Placówka Opiekuńczo- Wychowawcza ""Dom po Lawendami""",socjalizacyjna,,ul. Marynarska 12 84-230 Rumia tel. 58 305 18 99 e-mail: dompodlawendami@wp.pl,84-230,,,dompodlawendami@wp.pl,14,,"Fundacja dla Rodziny ""Ogniska Nadziei"" ul. Sierakowicka 9 80-298 Gdańsk tel. 58 305 18 99 e-mail: fundacja.ognisko@wp.pl",Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat,"""Dom dla Dzieci",,,ul. Krakowska 13 84-230 Rumia tel. 575 743 500,84-230,,,,14,,Fundacja Rodzinny Gdańsk ul. Pusta 5 80-735 Gdańsk,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,,Wychowawcza - Ognisko Wychowawcze im. K. Lisieckiego,socjalizacyjna,,,,,,,10,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,,Wychowawcza - Ognisko Wychowawcze im. K. Lisieckiego,socjalizacyjna,,,,,,,10,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,,Wychowawcze im. K. Lisieckiego,socjalizacyjna,,,,,,,10,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Powiat Wejherowski,Dom w Janowie,specjalistyczno-terapeutyczna,,ul. Słupska 2 84-230 Rumia tel. 58 380-05-13 e-mail: domwjanowie@gfis.pl,84-230,,,domwjanowie@gfis.pl,10,,Gdańsk Fundacja Innowacji Społecznej ul. Gościnna 14 80-032 Gdańsk tel. 58 304 99 56 e-mail: biuro@gfis.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,Placówka Opiekuńczo- Wychowawcza „Morski Dom”,interwencyjna,,ul. Jana Sobieskiego 98 80-216 Gdańsk tel. 58 506 56 62 e-mail: morski@zgpo.gdansk.pl,80-216,,,morski@zgpo.gdansk.pl,14,,Miasto Gdańsk Urząd Miejski ul. Nowe Ogrody 8/12 80-803 Gdańsk tel. 58 323 60 00 e-mail: umg@gdansk.gda.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,Placówka Opiekuńczo- Wychowawcza „Wichrowy Dom”,interwencyjna,,ul. Jana Sobieskiego 96 80-216 Gdańsk tel. 58 506 56 63 e-mail: wichrowy@zgpo.gdansk.pl,80-216,,,wichrowy@zgpo.gdansk.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,Placówka Opiekuńczo- Wychowawcza „Piaskowy Dom”,interwencyjna,,ul. Jana Sobieskiego 100 80-216 Gdańsk tel. 58 506 56 61 e-mail: piaskowy@zgpo.gdansk.pl,80-216,,,piaskowy@zgpo.gdansk.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom na Wzgórzu""",socjalizacyjna,,ul. Świętokrzyska 39 80-180 Gdańsk tel. 58 305 46 49 e-mail: domnawzgorzu@gddd.gda.pl,80-180,,,domnawzgorzu@gddd.gda.pl,14,,Miasto Gdańsk Urząd Miejski u l . N o w e O g r o d y 8 / 1 2 80-803 Gdańsk tel. 58 323 60 00 e-mail: umg@gdansk.gda.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Jodłowy Dom""",specjalistyczno-terapeutyczna,,ul. Jodłowa 78 80-633 Gdańsk tel. 58 776 29 18,80-633,,,,9,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Wiślany Dom""",socjalizacyjna,,ul. Turystyczna 26A 80-680 Gdańsk tel. 58 306 17 98 e-mail: wislanydom@gddd.gda.pl,80-680,,,wislanydom@gddd.gda.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom przy Lesie""",socjalizacyjna,,ul. Wiosłowa 23 80-690 Gdańsk tel. 58 308 05 34,80-690,,,,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom na Polanie""",socjalizacyjna,,ul. Wiosłowa 25 80-690 Gdańsk tel. 58 308 00 25,80-690,,,,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Zielony Zakątek""",socjalizacyjna,,ul. Modra 69 B 80-432 Gdańsk tel. 58 305 49 98 e-mail: domzielonyzakatek@gddd.gda.pl,80-432,,,domzielonyzakatek@gddd.gda.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom pod Żaglami""",socjalizacyjna,,ul. Cienista 10 B 80-046 Gdańsk tel. 537 080 537 e-mail: dompodzaglami@gdir.gda.pl,80-046,,,dompodzaglami@gdir.gda.pl,14,,Miasto Gdańsk Urząd Miejski ul. Nowe Ogrody 8/12 80-803 Gdańsk tel. 58 323 60 00 e-mail: umg@gdansk.gda.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom na Jaśkowej""",socjalizacyjna,,80-286 Gdańsk tel. 535 990 028 e-mail: domnajaskowej@gdir.gda.pl,80-286,,,domnajaskowej@gdir.gda.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom na Batorego""",socjalizacyjna,,ul. Batorego 4 80-251 Gdańsk tel. 535 990 032 e-mail: domnabatorego@gdir.gda.pl,80-251,,,domnabatorego@gdir.gda.pl,10,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Przytulny Dom""",socjalizacyjna,,ul. Szczodra 9 80-283 Gdańsk tel. 537 990 041 e-mail: przytulnydom@gdir.gda.pl,80-283,,,przytulnydom@gdir.gda.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Radosny Dom""",socjalizacyjna,,ul. J. S. Bacha 33 80-171 Gdańsk tel. 58 526 74 70 e-mail: radosnydom@gdir.gda.pl,80-171,,,radosnydom@gdir.gda.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom pod Irysami""",socjalizacyjna,,ul. Wdzydzka 19 80-007 Gdańsk tel. 508 104 217 e-mail: biuro@gfis.pl,80-007,,,biuro@gfis.pl,14,,Gdańska Fundacja Innowacji Społecznej ul.Gościnna 14 80-032 Gdańsk t e l. 5 8 3 0 4 9 9 5 6 e-mail: biuro@gfis.pl,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom przy Malczewskiego""",socjalizacyjna,,ul. Malczewskiego 100 80-112 Gdańsk tel. 58 718 55 73 e-mail: d.czernik@gfis.pl,80-112,,,d.czernik@gfis.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom pod Cyprysami""",socjalizacyjna,,ul. Cyprysowa 2 80-175 Gdańsk tel. 508 104 603 e-mail: r.krajewski@gfis.pl,80-175,,,r.krajewski@gfis.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom nad Jarem""",socjalizacyjna,,ul. Nad Jarem 31 B 80-135 Gdańsk tel. 512 968 154 e-mail: a.gorska-rutkowska@gfis.pl,80-135,,,a.gorska-rutkowska@gfis.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom nad Potokiem""",socjalizacyjna,,ul. Matemblewska 3 80-283 Gdańsk tel. 794 001 944 e-mail: domanadpotokiem20@wp.pl,80-283,,,domanadpotokiem20@wp.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom nad Jasieniem""",socjalizacyjna,,ul. Włóczników 6 80-175 Gdańsk tel. 502 294 822 e-mail: domnadjasieniem@wp.pl,80-175,,,domnadjasieniem@wp.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
pomorskie,Miasto Gdańsk,"""Dom na Zacnej""",socjalizacyjna,,ul. Zacna 7 80-283 Gdańsk tel. 786 430 868 e-mail: domnazacnej@wp.pl,80-283,,,domnazacnej@wp.pl,14,,,Rejestr_POW_pomorskie_2025-01-14.pdf,2025-01-14
malopolskie,,Dom Dziecka w Bochni,socjalizacyjna,,ul. Nad Babicą 7 32-700 Bochnia,32-700,,14 612 23 50,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Dom Dziecka w Jasieniu,socjalizacyjna,,ul. Ks. Mazurkiewicza 171 32-800 Brzesko,32-800,,14 663 05 81,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Powiatowy Ośrodek Wsparcia Dziecka i Rodziny w Chrzanowie,socjalizacyjna,,ul. Marii Skłodowskiej-Curie 10 32-500 Chrzanów,32-500,,662 336 308,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Jednostka Wspierająca Rodzinę,socjalizacyjna,,ul. Piłsudskiego 54 33-200 Dąbrowa Tarnowska,33-200,,14 642 44 15,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Wielofunkcyjna Placówka Opiekuńczo- Wychowawcza „Razem”,socjalizacyjna,,ul. Skrzyńskich 21 38-300 Gorlice,38-300,,18 351 13 88,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Grupa Mieszkaniowa,socjalizacyjna,,ul. Zyblikiewicza 5/111 31-029 Kraków,31-029,,12 421 14 25 12 422 41 67,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Grupa Mieszkaniowa,socjalizacyjna,,"ul. Św. Gertrudy 2/3, 31-046 Kraków",31-046,,12 422 41 67,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Grupa Mieszkaniowa,socjalizacyjna,,ul. Św. Teresy 16/7 31-162 Kraków,31-162,,12 623 70 20 12 422 41 67,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Grupa Mieszkaniowa,socjalizacyjna,,ul. Sobieskiego 10/5 31-136 Kraków,31-136,,12 423 32 73 12 422 41 67,,,,,typu_socjalizacyjnego_malopolskie.pdf,
malopolskie,,Grupa Mieszkaniowa,socjalizacyjna,,ul. Piłsudskiego 9/5 31-110 Kraków,31-110,,12 421 31 57 12 422 41 67,,,,,typu_socjalizacyjnego_malopolskie.pdf,
